x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
Iya,Bandung,Rumah,5,Sejuk,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,1,8.0,7.0,2.0,10.0,9.0,6.0,4.0,3.0,5.0,1.0,Tidak punya TV,Tidak punya TV,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,9-12 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Juli,Malam (19:00 - 04:59),4.0,"Mencabut listrik,matikan lampu saat siang"
Iya,Bandung,Rumah,4,Sejuk,1300 VA,Tidak,16-20,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,1,1,6.0,8.0,3.0,9.0,7.0,4.0,5.0,2.0,10.0,1.0,> 8 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Sore (16:00 - 18:59),3.0,Tidak menggunakan lampu listrik di siang hari 
Iya,Bandung,Rumah,5,Panas,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,1,7.0,8.0,9.0,10.0,6.0,5.0,3.0,2.0,4.0,1.0,Tidak punya TV,Tidak punya TV,< 2 jam,< 2 jam,Tidak punya komputer,Tidak punya komputer,3 kali,3 kali,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,> 12 Jam,> 12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Mematikan penerangan yg Tdk perlu setiap harinya
Iya,Jakarta,Rumah,4,Panas,2200 VA,Ya,16-20,1,1,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,3,Tidak ada,2,3,Tidak ada,3,1,4.0,8.0,1.0,6.0,9.0,10.0,7.0,2.0,5.0,3.0,< 2 jam,< 2 jam,> 8 jam,> 12 jam,< 2 jam,< 2 jam,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,> 12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Mematikan penggunaan alat listrik jika tdk di gunakan
Iya,Majalengka,Rumah,5,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,2,Tidak ada,Tidak ada,1,1,6.0,7.0,8.0,9.0,10.0,5.0,2.0,3.0,4.0,1.0,2 - 4 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,< 2 jam,< 2 jam,4 kali,1 kali,Tidak,Ya,Tidak,Ya,Ya,Tidak,Ya,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Menggunakan listrik sesuai kebutuhan dan mematikan lampu ketika ruangan tidak digunakan
Iya,Bandung,Rumah,> 5,Sejuk,2200 VA,Ya,lebih dari 20,1,1,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,3,1,3,1,Tidak ada,2,1,7.0,5.0,6.0,8.0,9.0,4.0,10.0,2.0,3.0,1.0,2 - 4 jam,8 - 12 jam,2 - 4 jam,2 - 4 jam,< 2 jam,2 - 4 jam,> 4 Kali,4 kali,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,9-12 Jam,3-8 Jam,<2 Jam,> 12 Jam,9-12 Jam,3-8 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Hemat pemakaian
Iya,Bandung,Rumah,> 5,Sejuk,2200 VA,Tidak,16-20,2,Tidak ada,2,1,Tidak ada,1,1,Tidak ada,Tidak ada,4,1,1,Tidak ada,Tidak ada,1,1,2.0,3.0,4.0,5.0,6.0,1.0,7.0,8.0,9.0,10.0,4 - 8 jam,4 - 8 jam,Tidak punya AC/kipas angin,< 2 jam,2 - 4 jam,2 - 4 jam,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,mematikan aliran listrik yang tidak diperlukan
Iya,Semarang,Rumah,3,Sejuk,> 2200 VA,Tidak,6-10,2,1,1,1,1,Tidak ada,1,Tidak ada,2,2,1,3,2,Tidak ada,2,1,3.0,4.0,7.0,8.0,10.0,6.0,2.0,5.0,9.0,1.0,> 8 jam,4 - 8 jam,> 8 jam,8 - 12 jam,4 - 8 jam,2 - 4 jam,2 kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,9-12 Jam,> 12 Jam,<2 Jam,<2 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Juni,Siang (11:00 - 15:59),3.0,"Mematikan lampu, jarang pakai ac"
Iya,Jakarta,Rumah,5,Panas,2200 VA,Ya,lebih dari 20,2,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,2,3,Tidak ada,2,1,5.0,6.0,9.0,7.0,10.0,8.0,4.0,3.0,2.0,1.0,> 8 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,3 kali,1 kali,Tidak,Ya,Tidak,Ya,Ya,Tidak,Ya,3-8 Jam,<2 Jam,<2 Jam,9-12 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Matikan peralatan kalo TDK dipakai
Iya,Bandung,Rumah,5,Sejuk,900 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,1,Tidak ada,1,2,1,2.0,7.0,3.0,9.0,10.0,4.0,1.0,6.0,5.0,8.0,2 - 4 jam,< 2 jam,< 2 jam,< 2 jam,2 - 4 jam,4 - 8 jam,4 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,9-12 Jam,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,>4 Jam,< Rp. 500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"April, Tidak Ada perbedaan signifikan",Malam (19:00 - 04:59),4.0,Menggunakannya secara bijak
Iya,Jakarta,Rumah,> 5,Panas,> 2200 VA,Tidak,6-10,2,Tidak ada,1,Tidak ada,2,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,2,2,2,Tidak ada,2,1,3.0,9.0,5.0,10.0,8.0,7.0,4.0,2.0,6.0,1.0,> 8 jam,> 12 jam,> 8 jam,> 12 jam,4 - 8 jam,< 2 jam,> 4 Kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,9-12 Jam,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Siang (11:00 - 15:59),4.0,Ac dan lampu d pakai seperlunya sj
Iya,Jakarta,Rumah,4,Panas,2200 VA,Tidak,10-15,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,1,4,Tidak ada,3,1,8.0,10.0,6.0,5.0,9.0,7.0,3.0,2.0,4.0,1.0,2 - 4 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,4 kali,4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,tidak boros listrik
Iya,Jakarta,Rumah,5,Panas,> 2200 VA,Ya,lebih dari 20,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,3,Tidak ada,1,4,Tidak ada,3,1,7.0,6.0,5.0,8.0,10.0,9.0,3.0,2.0,4.0,1.0,2 - 4 jam,2 - 4 jam,> 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,> 4 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,9-12 Jam,<2 Jam,3-8 Jam,<2 Jam,3-8 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Terus Mengalami Kenaikan ( Hampir Tiap Bulan Naik 100.000),"Juni, Juli, Agustus, September",Malam (19:00 - 04:59),2.0,-
Iya,Jakarta,Rumah,4,Panas,2200 VA,Ya,10-15,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,1,3,Tidak ada,2,1,7.0,6.0,5.0,9.0,10.0,8.0,3.0,2.0,4.0,1.0,2 - 4 jam,2 - 4 jam,> 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,3-8 Jam,<2 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,berhemat listrik
Iya,Bandung,Kos,1,Panas,1300 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,6.0,5.0,4.0,3.0,2.0,9.0,7.0,8.0,10.0,1.0,Tidak punya TV,Tidak punya TV,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,Tidak punya setrika,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),1.0,-
Iya,Malang,Kos,1,Sejuk,1300 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,8.0,7.0,6.0,5.0,4.0,9.0,3.0,2.0,10.0,1.0,Tidak punya TV,Tidak punya TV,Tidak punya AC/kipas angin,Tidak punya AC/kipas angin,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,Tidak punya setrika,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),2.0,-
Iya,Surabaya,Kos,1,Panas,1300 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,2.0,8.0,7.0,6.0,5.0,9.0,4.0,3.0,10.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,Tidak punya setrika,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,9-12 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),1.0,-
Iya,Serang,Rumah,4,Sejuk,2200 VA,Ya,16-20,1,1,1,1,Tidak ada,1,1,1,Tidak ada,1,2,1,3,Tidak ada,2,1,2.0,3.0,5.0,4.0,10.0,8.0,9.0,6.0,7.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,2 - 4 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),"Januari, Agustus, September",Malam (19:00 - 04:59),4.0,-
Iya,Banten,Rumah,3,Sejuk,2200 VA,Ya,10-15,1,1,1,1,1,1,1,1,Tidak ada,1,2,1,3,1,2,1,3.0,2.0,5.0,4.0,10.0,8.0,9.0,6.0,7.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,2 kali,1 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),"Maret, April, November, Desember",Malam (19:00 - 04:59),4.0,Tidak sering sering nyalakan AC
Iya,Banten,Rumah,3,Sejuk,1300 VA,Ya,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,1,2,Tidak ada,2,Tidak ada,3.0,2.0,4.0,5.0,10.0,8.0,9.0,6.0,7.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,< 2 jam,2 - 4 jam,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),"Februari, Maret, Juni, Juli, Desember",Malam (19:00 - 04:59),4.0,kurangi pemakaian komputer dan AC
Iya,Banten,Rumah,4,Sejuk,2200 VA,Ya,16-20,1,Tidak ada,1,2,Tidak ada,1,1,1,Tidak ada,1,1,1,3,Tidak ada,2,1,3.0,2.0,5.0,4.0,10.0,8.0,9.0,7.0,6.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,8 - 12 jam,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),"April, Juni, Juli",Malam (19:00 - 04:59),4.0,-
Iya,Surabaya,Rumah,4,Panas,2200 VA,Ya,lebih dari 20,2,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,4,Tidak ada,1,Tidak ada,2.0,3.0,4.0,9.0,10.0,8.0,7.0,5.0,6.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,4 - 8 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,1-2 Jam,Rp. 1.000.001 - Rp 1.500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Januari, Juli, Agustus, Oktober",Malam (19:00 - 04:59),4.0,"Saya membiasakan keluarga untuk mematikan lampu, AC, dan peralatan elektronik ketika tidak digunakan. Selain itu, saya menggunakan peralatan rumah tangga yang hemat energi seperti AC inverter dan lampu LED, serta mengatur jadwal penggunaan mesin cuci dan setrika agar tidak berlebihan. Untuk AC dan dispenser, saya juga rutin melakukan perawatan agar lebih efisien dan tidak boros daya."
Iya,Banten,Rumah,4,Sejuk,> 2200 VA,Ya,10-15,1,1,1,1,1,1,2,1,Tidak ada,2,3,1,3,1,2,1,3.0,2.0,5.0,4.0,10.0,8.0,9.0,6.0,7.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,2 - 4 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,<1 Jam,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Serang,Rumah,5,Sejuk,2200 VA,Ya,10-15,1,1,1,1,Tidak ada,1,1,1,Tidak ada,1,2,1,3,1,2,1,2.0,3.0,4.0,5.0,10.0,8.0,9.0,7.0,6.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,4 - 8 jam,2 - 4 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,.
Iya,Serang,Rumah,> 5,Sejuk,> 2200 VA,Tidak,lebih dari 20,1,1,1,1,1,1,2,1,Tidak ada,2,2,1,4,1,2,1,2.0,3.0,4.0,5.0,10.0,8.0,9.0,6.0,7.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,Ya,<1 Jam,Rp. 1.500.001 - Rp 2.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,","
Iya,Serang,Rumah,4,Sejuk,2200 VA,Ya,16-20,1,1,1,1,1,1,1,1,Tidak ada,1,1,1,3,1,2,1,3.0,2.0,4.0,5.0,10.0,8.0,9.0,6.0,7.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,o
Iya,Serang,Rumah,4,Sejuk,2200 VA,Ya,10-15,1,Tidak ada,1,1,Tidak ada,1,2,1,Tidak ada,1,2,1,3,1,2,1,3.0,2.0,4.0,5.0,10.0,8.0,9.0,6.0,7.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,<1 Jam,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,gunakan alat listrik secukupnya
Iya,Banten,Rumah,4,Sejuk,2200 VA,Ya,16-20,1,Tidak ada,1,1,1,1,1,1,Tidak ada,1,1,1,3,1,2,1,3.0,2.0,4.0,5.0,10.0,8.0,9.0,6.0,7.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,> 12 Jam,Ya,1-2 Jam,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Banten,Rumah,5,Sejuk,2200 VA,Ya,10-15,1,1,2,Tidak ada,1,1,1,1,Tidak ada,2,1,1,4,1,2,1,2.0,3.0,4.0,5.0,10.0,8.0,9.0,6.0,7.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,2 - 4 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,1-2 Jam,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,tidak menyalakan banyak lampu saat malam hari
Iya,Serang,Rumah,5,Sejuk,2200 VA,Tidak,16-20,1,1,1,1,Tidak ada,1,1,1,Tidak ada,1,2,1,3,1,2,1,2.0,3.0,5.0,4.0,10.0,8.0,9.0,6.0,7.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,> 12 Jam,Ya,1-2 Jam,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,-
Iya,Serang,Rumah,4,Sejuk,2200 VA,Tidak,10-15,1,1,1,1,1,1,2,1,Tidak ada,1,2,1,3,Tidak ada,2,1,3.0,2.0,4.0,5.0,10.0,8.0,9.0,7.0,6.0,1.0,2 - 4 jam,< 2 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,2 kali,3 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Gunakan AC hanya di  malam hari
Iya,Banten,Rumah,4,Sejuk,1300 VA,Tidak,6-10,1,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,4.0,3.0,6.0,5.0,10.0,8.0,9.0,1.0,7.0,2.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,.
Iya,Banten,Rumah,3,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,1,2,Tidak ada,4.0,2.0,5.0,6.0,10.0,8.0,9.0,1.0,7.0,3.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,1-2 Jam,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,k
Iya,Jakarta,Kontrakan,4,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,3.0,4.0,5.0,6.0,10.0,8.0,9.0,2.0,7.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,Batasi penggunaan AC
